"id","date","day","favorites","retweets","title","url","author","score"
"597829808106516480",2015-05-11,"Monday",13,6,"Upcoming Tutorial: Analyzing US Census Data in R","http://t.co/flXLNaIAue","Ari Lamstein",25
"597868822394114048",2015-05-11,"Monday",5,3,"Stata’s Academic Growth Nearly as Fast as R’s","http://t.co/3e6Mzziuy1","Bob Muenchen",11
"597798357646462976",2015-05-11,"Monday",3,3,"Playing with elastichoney data in R","http://t.co/ffXWb7WXaB","Bob Rudis (@hrbrmstr)",9
"597575644759724032",2015-05-11,"Monday",1,0,"ITS-90 temperature scale","http://t.co/GsyKjmGxsM","Dan Kelley Blog/R",1
"597560544988561408",2015-05-11,"Monday",6,2,"Automatically Exporting Multiple Cross Tables from Tableau Server into Excel","http://t.co/CN9rugRvZ9","Data * Science + R",10
"597742998466666496",2015-05-11,"Monday",3,3,"Coal and the Conservatives","http://t.co/yFWEbf7FwX","diffuseprior",9
"597803401921961984",2015-05-11,"Monday",11,11,"All Paths Lead to the EARL Conference with ggplot2 &amp; ggmap","http://t.co/gNvUxEm34B","Mango Solutions",33
"597721700541693952",2015-05-11,"Monday",17,7,"Read A Block of Spreadsheet with R","http://t.co/DJCzh2hmSz","statcompute",31
"597726722637758464",2015-05-11,"Monday",4,1,"7 new R jobs (2015-05-11)","http://t.co/tTWFEqJhXf","Tal Galili",6
"597831081715367936",2015-05-11,"Monday",2,0,"Presentations of the eighth Torino R net meeting – 17 Sep 2014","http://t.co/gYNMWD8ddF","TorinoR.net »",2
"597559276706500608",2015-05-11,"Monday",5,0,"arbitrary distributions with set correlation","http://t.co/b2GZ5ZnLXJ","xi'an",5
"597912977228959744",2015-05-11,"Monday",7,0,"quantile functions: mileage may vary","http://t.co/jzNQHzp2WY","xi'an",7
"597829862112366592",2015-05-11,"Monday",4,1,"use clusterProfiler as an universal enrichment analysis tool","http://t.co/q2LXGPK4cv","ygc",6
"597259809910456321",2015-05-10,"Sunday",51,12,"How to get your very own RStudio Server and Shiny Server with DigitalOcean","http://t.co/Yvmi1bF66G","Dean Attali's R Blog",75
"597391937822326787",2015-05-10,"Sunday",9,4,"To Difference or Not To Difference?","http://t.co/v9WACuBv0D","statcompute",17
"597174312194289664",2015-05-09,"Saturday",17,7,"Survival Analysis With Generalized Additive Models: Part V (stratified baseline hazards)","http://t.co/oOiumgJgQV","Christos Argyropoulos",31
"597139017562345472",2015-05-09,"Saturday",8,3,"Who Came Second in the UK Election?","http://t.co/MhV2T3K4ho","Kieran Healy",14
"596782911518445568",2015-05-08,"Friday",5,3,"Odd Connections Inside The NASDAQ-100","http://t.co/Fa6IPr0VbL","aschinchon",11
"596751466192244737",2015-05-08,"Friday",2,1,"In case you missed it: April 2015 roundup","http://t.co/H6HtBfo2fI","David Smith",4
"596570274251681792",2015-05-08,"Friday",5,6,"is_invasive( ) got a new best friend: is_native( )","http://t.co/hoYOYjB7rd","ibartomeus",17
"596809333964341248",2015-05-08,"Friday",6,2,"TidyR Challenge: Update","http://t.co/MrhFmEWzU5","Jeffrey Horner",10
"596557678018564096",2015-05-08,"Friday",5,1,"What is new in the vtreat library?","http://t.co/uixih9nQUQ","John Mount",7
"596533783022600192",2015-05-08,"Friday",7,3,"Digging up embedded plots","http://t.co/clyL2KVNZ0","Joseph Rickert",13
"596637005011755008",2015-05-08,"Friday",34,17,"R, Python, MATLAB, &amp; Excel Dashboards &amp; Graphs with D3.js &amp; WebGL","http://t.co/AFtcA1m4SJ","Matt",68
"596430616293281793",2015-05-07,"Thursday",2,2,"How are you feeling..? – Election 2015","http://t.co/vDLshOlMoi","Brian Mitchell",6
"596196559378747392",2015-05-07,"Thursday",9,2,"TidyR Challenge: Help Me Do My Job","http://t.co/hxP2w4Vz1O","Jeffrey Horner",13
"596104723326894081",2015-05-07,"Thursday",9,4,"RStudio v0.99 Preview: More Editor Enhancements","http://t.co/CQdLtU8KmP","Kevin Ushey",17
"595977593972625409",2015-05-06,"Wednesday",6,2,"EU Life Quality Geo Report","http://t.co/rpXMhfOxbb","Pablo C.",10
"596000796887486464",2015-05-06,"Wednesday",3,5,"useR! 2015 conference in Aalborg","http://t.co/J7fIgKIuRg","Tal Galili",13
"595749861095567361",2015-05-06,"Wednesday",5,5,"corrected MCMC samplers for multivariate probit models","http://t.co/6Msy8UMlSl","xi'an",15
"595712117556281346",2015-05-05,"Tuesday",16,11,"choroplethr v3.1.0: Better Summary Demographic Data","http://t.co/ef7yovJ4pT","Ari Lamstein",38
"595724708789772288",2015-05-05,"Tuesday",6,4,"stringr 1.0.0","http://t.co/Ki5OH6VFVx","hadleywickham",14
"595694539127582720",2015-05-05,"Tuesday",14,4,"Data Science in HR","http://t.co/7qmwVLf9de","Joseph Rickert",22
"595610175827935232",2015-05-05,"Tuesday",14,3,"Dynamic analysis on outliers","http://t.co/gxOzjXkQbp","Pablo C.",20
"595610202793082880",2015-05-05,"Tuesday",16,5,"Geo Analysis","http://t.co/ATKMmJWLE0","Pablo C.",26
"595610187618066432",2015-05-05,"Tuesday",5,3,"Forecasting the Argentinian ""Blue Dollar""","http://t.co/qpuuUXmPrY","Pablo Seibelt",11
"595478062877179904",2015-05-05,"Tuesday",1,0,"RcppAnnoy 0.0.6","http://t.co/E5y7IzcNdt","Thinking inside the box",1
"595456276005457920",2015-05-05,"Tuesday",5,1,"take those hats off [from R]!","http://t.co/8rZ7j1kgkQ","xi'an",7
"595369910424866816",2015-05-04,"Monday",42,26,"Working with “large” datasets, with dplyr and data.table","http://t.co/IJw9dAws8I","arthur charpentier",94
"595084217706385409",2015-05-04,"Monday",33,12,"Update to Introduction to programming econometrics with R","http://t.co/4atg8YYTnd","Bruno Rodrigues",57
"595021302173278208",2015-05-04,"Monday",85,44,"Introducing Radiant: A shiny interface for R","http://t.co/B2p0AcUB71","R(adiant) news",173
"595303207267487745",2015-05-04,"Monday",3,1,"using GOSemSim to rank proteins obtained by co-IP","http://t.co/CuLCYrGCO4","ygc",5
"594955871588724736",2015-05-03,"Sunday",28,8,"Cohort Analysis with Heatmap","http://t.co/jNWf4DcFiM","AnalyzeCore » R language",44
"594882893467398146",2015-05-03,"Sunday",17,6,"Survival Analysis With Generalized Additive Models : Part IV (the survival function)","http://t.co/71IuLftA7C","Christos Argyropoulos",29
"594909317200891904",2015-05-03,"Sunday",34,14,"dplyr Tutorial: verbs + split-apply","http://t.co/hT8cLhKSPs","dgrapov",62
"594648845562187776",2015-05-02,"Saturday",27,9,"Survival Analysis With Generalized Additive Models : Part III (the baseline hazard)","http://t.co/XqzRtssY1N","Christos Argyropoulos",45
"594648852956753922",2015-05-02,"Saturday",30,8,"Survival Analysis With Generalized Models: Part II (time discretization, hazard rate integration and","http://t.co/xxVUI4UBnf","Christos Argyropoulos",46
"594312880587026433",2015-05-02,"Saturday",14,8,"Revolution R Open 8.0.3 now available","http://t.co/ROt9maBBwL","David Smith",30
"594333005105090560",2015-05-02,"Saturday",19,9,"rstanmulticore: A cross-platform R package to automatically run RStan MCMC chains in parallel","http://t.co/KqOlU89xTf","nmv",37
"594624941493882880",2015-05-02,"Saturday",1,0,"Rcpp 0.11.6","http://t.co/9MLtZiJxH6","Thinking inside the box",1
"594624964688416768",2015-05-02,"Saturday",1,1,"RcppArmadillo 0.5.100.1.0","http://t.co/rCHBlAEwPX","Thinking inside the box",3
"594281425982984196",2015-05-01,"Friday",27,10,"Survival Analysis With Generalized Additive Models : Part I (background and rationale)","http://t.co/vlXFNEz374","Christos Argyropoulos",47
"594003404361347072",2015-05-01,"Friday",16,3,"Dockerizing a Shiny App","http://t.co/Bn4rZ06n0u","Flavio Barros",22
"593965584208932866",2015-05-01,"Friday",3,0,"Upcoming talks about jsonlite and mongolite","http://t.co/wYlWroWnhy","Jeroen Ooms",3
"594169433481814017",2015-05-01,"Friday",13,4,"RStudio v0.99 Preview: Graphviz and DiagrammeR","http://t.co/WbRG89MBzA","jjallaire",21
"593979430898311169",2015-05-01,"Friday",21,6,"Twelve Graphs &amp; Dashboards You Should See On Climate Change, Science, &amp; Public Opinion","http://t.co/y1huotbKKr","Plotly Blog",33
"594063755736035328",2015-05-01,"Friday",12,3,"How large vectors in R might be stored compactly","http://t.co/JoXLE6Veub","Radford Neal",18
"594098963524886528",2015-05-01,"Friday",6,4,"Shiny: Officer Involved Shootings","http://t.co/ancfE6iaa5","Steve Wells",14
"593989513396948992",2015-05-01,"Friday",3,0,"Le Monde puzzle [#909]","http://t.co/vHPgZfgc5q","xi'an",3
"593672426422018048",2015-04-30,"Thursday",14,5,"Turning Data Into Awesome With sqldf and pandasql","http://t.co/mvvykxWD6I","atmathew",24
"593863671488479232",2015-04-30,"Thursday",4,1,"The First NY R Conference","http://t.co/M55JhRrJct","Joseph Rickert",6
"593910224261525504",2015-04-30,"Thursday",2,1,"EARL2015 Conference Agenda (London) Announced","http://t.co/xSJ2IvjSb4","Liz Matthews",4
"593649413681127424",2015-04-30,"Thursday",22,6,"Introducing the htmlTable-package","http://t.co/BrdpVldbuJ","Max Gordon",34
"593744141105790976",2015-04-30,"Thursday",6,2,"Wakefield: Random Data Set (Part II)","http://t.co/B00AKWnxHX","tylerrinker",10
"593601954531581953",2015-04-30,"Thursday",6,0,"the most patronizing start to an answer I have ever received","http://t.co/JIHQfyYFN5","xi'an",6
"593326372862304256",2015-04-29,"Wednesday",21,4,"choroplethrZip v1.3.0: easier demographics, national maps","http://t.co/1bXtI3n6Tp","Ari Lamstein",29
"593239565604761601",2015-04-29,"Wednesday",3,4,"Winning streaks in baseball","http://t.co/0XZgCInedU","dan",11
"593450966034190336",2015-04-29,"Wednesday",1,0,"See R in action at the BUILD conference","http://t.co/a06RrClTxT","David Smith",1
"593535308278312960",2015-04-29,"Wednesday",13,5,"Visualizing fits, inference, implications of (G)LMMs with Jaime Ashander","http://t.co/YNUz1amIao","Noam Ross",23
"593518897803857920",2015-04-29,"Wednesday",1,1,"Finance-YahooQuote 0.25 hotfix","http://t.co/91bUC2w49v","Thinking inside the box",3
"592847024598417408",2015-04-28,"Tuesday",8,2,"I Fought the (distribution) Law (and the Law did not win)","http://t.co/on37jbenaY","arthur charpentier",12
"592894781094789121",2015-04-28,"Tuesday",5,1,"Exploration of Functional Diversity indices using Shiny","http://t.co/KNYq5UmpFL","grumble10",7
"593201828222799872",2015-04-28,"Tuesday",10,10,"RStudio v0.99 Preview: Code Diagnostics","http://t.co/iMGUY3rbXS","jjallaire",30
"593087295940497409",2015-04-28,"Tuesday",4,0,"Situational Baseball: Analyzing Runs Potential Statistics","http://t.co/jnds5KW8r1","Joseph Rickert",4
"592945117289254912",2015-04-28,"Tuesday",3,2,"Some basics of biomaRt","http://t.co/7f22bPAi6B","nsaunders",7
"593102394453467137",2015-04-28,"Tuesday",5,4,"Stochastic SIR Epidemiological Compartment Model","http://t.co/FiR33J9bOK","Rcpp Gallery",13
"593133858549202944",2015-04-28,"Tuesday",1,0,"RcppTOML 0.0.3: A New Approach to Configuration Files","http://t.co/d1BpYcQ9WK","Thinking inside the box",1
"592494644421742592",2015-04-27,"Monday",5,0,"How to install rNOMADS with GRIB file support on Windows","http://t.co/T9vppFA4Zr","glossarch",5
"592757636921188353",2015-04-27,"Monday",1,1,"Oracle R, Hash Table Results, And VIM To The Rescue","http://t.co/VwKXa9ie5p","Jeffrey Horner",3
"592772740479897600",2015-04-27,"Monday",1,0,"EARL2015 Conference, London – Presenters Announced","http://t.co/PcpKcxpTiw","Liz Matthews",1
"592755119541919745",2015-04-27,"Monday",14,4,"Randomly Sample Twitter Followers in R","http://t.co/2ECK10KTOp","Nicole Radziwill",22
"592759656830894080",2015-04-27,"Monday",0,0,"8 new R jobs (2015-04-27)","http://t.co/hg57XHFeLz","Tal Galili",0
"592736256733351937",2015-04-27,"Monday",13,3,"Comparing Tree-Based Classification Methods via the Kaggle Otto Competition","http://t.co/UytNI6XnNO","Vineet",19
"592371350586560512",2015-04-26,"Sunday",1,1,"Keeping Track of an Evolving “Top N” Cutoff Threshold Value","http://t.co/DTWYReanGg","Tony Hirst",3
"591826512665399296",2015-04-25,"Saturday",22,11,"3d surface plots with RStudio and Plotly","http://t.co/n33u8L1T8I","chelsea",44
"591782477011623936",2015-04-25,"Saturday",47,20,"Back to basics: High quality plots using base R graphics","http://t.co/JD0n4kBpHh","Noam Ross",87
"591903748693168129",2015-04-25,"Saturday",12,9,"Doing quantitative archaeology with open source software","http://t.co/S8fuf1kunC","Tal Galili",30
"591976249993494528",2015-04-25,"Saturday",15,11,"Random Data Sets Quickly","http://t.co/fDLm52gcIn","tylerrinker",37
"591673542523031553",2015-04-24,"Friday",18,10,"Create Colorful Graphs in R with RColorBrewer and Plotly","http://t.co/cYzfJrCwCz","chelsea",38
"591673526173634560",2015-04-24,"Friday",22,5,"Dashboards in R with Shiny &amp; Plotly","http://t.co/VQqZBqTq7i","chelsea",32
"591673620428103680",2015-04-24,"Friday",16,6,"Easy Error Bars with R and Plotly","http://t.co/Ibi4kUt8To","chelsea",28
"591653323272376320",2015-04-24,"Friday",4,10,"Blue period: Analyzing the color of paintings with R","http://t.co/uKRHuOe14m","David Smith",24
"591402457256734720",2015-04-24,"Friday",34,14,"Introducing shinyjs: perform common JavaScript operations in Shiny apps using plain R code","http://t.co/8iPDO1kG8b","Dean Attali's R Blog",62
"591673568372490240",2015-04-24,"Friday",21,7,"Using R, Python, &amp; Plotly With Tableau","http://t.co/HyHdT8z8LE","Matt",35
"591460352820256769",2015-04-24,"Friday",1,1,"scale acceleration","http://t.co/0qvZw1K3vE","xi'an",3
"591238974565261312",2015-04-23,"Thursday",6,3,"Comrades Marathon Finish Predictions","http://t.co/O0tPdlrhhQ","andrew",12
"591104300635410432",2015-04-23,"Thursday",33,15,"Supplementing your R package with a Shiny app","http://t.co/kEgo11XpIg","Dean Attali's R Blog",63
"591120595191930880",2015-04-23,"Thursday",14,5,"A simple explanation of rejection sampling in R","http://t.co/8OKBEPN5Lx","Florian Hartig",24
"591104300568301568",2015-04-23,"Thursday",2,3,"Parallel Simulation of Heckman Selection Model","http://t.co/ga4EvdN0fs","Jacob Simmering",8
"591031256294424576",2015-04-23,"Thursday",3,3,"Blowing Away the Competition","http://t.co/2KMtDu8uZF","Jeffrey Horner",9
"591379809013370880",2015-04-23,"Thursday",11,2,"Course Profiles in ggplot2","http://t.co/wJxYpn9nCZ","Jeffrey Horner",15
"591308105612468224",2015-04-23,"Thursday",6,6,"The new science journalism and open science","http://t.co/53tCxOvPph","Joseph Rickert",18
"591046358057910272",2015-04-23,"Thursday",2,0,"A plot of co-authorships in my little corner of science","http://t.co/zgw9bIb4Mv","Luke Miller",2
"591206983656542209",2015-04-23,"Thursday",22,11,"Cascading style sheets for R plots (via the Rcssplot package)","http://t.co/g9lEIeRmWa","Tal Galili",44
"591256233161531393",2015-04-23,"Thursday",6,4,"Discount for the Open Data Science conference (@Boston / May 30th)","http://t.co/i3UltCdNAw","Tal Galili",14
"590936904897466368",2015-04-22,"Wednesday",13,13,"Microsoft hiring engineers for R projects","http://t.co/xZTmYYQlCT","David Smith",39
"590955788316770304",2015-04-22,"Wednesday",5,2,"R’s plot function, the 1970′s retro look is not cool any more","http://t.co/xpwvTR6h9Z","Derek Jones",9
"590876503241428992",2015-04-22,"Wednesday",7,2,"Hash Table Performance in R: Part IV","http://t.co/Q7goLYgvCF","Jeffrey Horner",11
"591003592221294595",2015-04-22,"Wednesday",28,21,"Time Series Graphs &amp; Eleven Stunning Ways You Can Use Them","http://t.co/UFzR9qhufl","Plotly Blog",70
"590689007312445443",2015-04-22,"Wednesday",2,1,"&lt;h3 id=""introducing-ghrr-github-hosted-r-repository""&gt;Introducing ghrr: GitHub Hosted R Repository&lt;/h3&gt;","http://t.co/Ixi6EnXJZ5","Thinking inside the box",4
"591017425736306688",2015-04-22,"Wednesday",1,0,"RcppArmadillo 0.5.000.0","http://t.co/7fj8eQYpLT","Thinking inside the box",1
"590602189363662850",2015-04-21,"Tuesday",8,4,"Parse and process XML (and HTML) with xml2","http://t.co/TIRYb2JLBT","hadleywickham",16
"590404646662897665",2015-04-21,"Tuesday",1,1,"The JP Morgan SCTO strategy","http://t.co/Q43KojLzML","Ilya Kipnis",3
"590580855493496832",2015-04-21,"Tuesday",17,12,"R for more powerful clustering","http://t.co/D45OwaaNFF","Joseph Rickert",41
"590658833703395329",2015-04-21,"Tuesday",8,0,"Slides from recent talks","http://t.co/4a7YKui1EQ","Max Kuhn",8
"590385767685304321",2015-04-21,"Tuesday",47,16,"My New Favorite Statistics &amp; Data Analysis Book Using R","http://t.co/gQ3yHnL0Ja","Nicole Radziwill",79
"590649992613863428",2015-04-21,"Tuesday",15,9,"Accelerating R with multi-node parallelism –  Rmpi, BatchJobs and OpenLava","http://t.co/d7lgNTavRY","Teraproc - Application...",33
"590376951358967809",2015-04-21,"Tuesday",6,3,"simulating correlated Binomials [another Bernoulli factory]","http://t.co/HcTorG3PWR","xi'an",12
"590460313444581376",2015-04-21,"Tuesday",2,1,"Seminar of IAPA Canberra Chapter: Big Data in the Social Sciences, Wednesday 29 April","http://t.co/x7B30gtvOE","Yanchang Zhao",4
"590083828686848002",2015-04-20,"Monday",7,2,"R … three dots ellipsis","http://t.co/OZ4dhs9h5s","gluc",11
"590258690315288576",2015-04-20,"Monday",16,7,"Hash Table Performance in R: Part III

In 
Part I
of this series, I explained how R hashed...","http://t.co/2buOWEKcTs","Jeffrey Horner",30
"590059861100011520",2015-04-20,"Monday",13,7,"R 3.1 -&gt; 3.2 upgrade notes","http://t.co/LJquwUM7IL","nsaunders",27
"590222187597930496",2015-04-20,"Monday",9,7,"R vs QGIS for sustainable transport planning","http://t.co/OcQYOw8MHb","Robin Lovelace - R",23
"590290256370343936",2015-04-20,"Monday",0,1,"AusDM 2015 submission deadline extended to Thursday 30 April","http://t.co/7k7q32jjVX","Yanchang Zhao",2
"590272560014630912",2015-04-20,"Monday",0,3,"NEWS of my BioC packages","http://t.co/NG34lMySrF","ygc",6
"589932778902269953",2015-04-19,"Sunday",3,2,"Age &amp; Growth with R (Portland, Oregon)","http://t.co/oQBtWEan0j","dogle",7
"589937819491020800",2015-04-19,"Sunday",6,5,"Continuous Integration for R packages","http://t.co/CGcaP9R6ak","gluc",16
"589701323496361984",2015-04-19,"Sunday",13,11,"magrittr","http://t.co/kvDPMK92aN","gluc",35
"589701278264995840",2015-04-19,"Sunday",5,5,"Remember the RSeek!","http://t.co/tpg26yNdNJ","gluc",15
"589701257536765952",2015-04-19,"Sunday",13,6,"R package data.tree published to CRAN","http://t.co/yJxkFDXLaS","gluc",25
"589937866161016832",2015-04-19,"Sunday",16,8,"What is an R environment?","http://t.co/q1E4yWDE9X","gluc",32
"589873340543668224",2015-04-19,"Sunday",5,5,"The first NYC R Conference is being held at Work-Bench April 24-25","http://t.co/sIH0lWoXbu","Tal Galili",15
"589569139728982016",2015-04-18,"Saturday",2,0,"Analysing The Rock ‘n’ Roll Madrid Marathon","http://t.co/xy3jwFLu6O","aschinchon",2
"589525139739422720",2015-04-18,"Saturday",19,7,"Bias in Observational Studies – Sensitivity Analysis with R package episensr","http://t.co/vFtaUyGGqX","denishaine",33
"589530139341377536",2015-04-18,"Saturday",18,7,"How to convert an R data.tree to JSON","http://t.co/61bCJhW3u1","gluc",32
"589530163232120832",2015-04-18,"Saturday",8,2,"ID3 Classification using data.tree","http://t.co/lL7oOyNsBK","gluc",12
"589530205078753280",2015-04-18,"Saturday",25,16,"Write an R Journal article with knitr","http://t.co/uyGhFEEMFb","gluc",57
"589272223728291841",2015-04-18,"Saturday",14,6,"The Intersection of “Data Capital” and Advanced Analytics","http://t.co/ObKE60zhKu","Mark Hornick-Oracle",26
"589138919687487488",2015-04-17,"Friday",5,21,"R 3.2.0 released","http://t.co/4T3hvMIrod","David Smith",47
"588973958633885696",2015-04-17,"Friday",14,7,"Seeing the Forest and the Trees – a parallel machine learning example","http://t.co/TnJBzwe8J3","Feng Li",28
"588952584896974848",2015-04-17,"Friday",3,5,"Drawing rarefaction curves with custom colours","http://t.co/4HQFg9XY97","Gavin L. Simpson",13
"588973979395698688",2015-04-17,"Friday",10,12,"Parallel R with BatchJobs","http://t.co/TiSnSwrZJq","Gord Sissons",34
"588970214420713472",2015-04-17,"Friday",4,2,"R User Group Meetings this week in the Bay Area and around the world","http://t.co/IM4A77GtC1","Joseph Rickert",8
"589195416672997376",2015-04-17,"Friday",27,15,"The Non-parametric Bootstrap as a Bayesian Model","http://t.co/S5TQ4fxr6o","Rasmus Bååth",57
"589162773092827136",2015-04-17,"Friday",19,22,"R 3.2.0 is released (+ using the installr package to upgrade in Windows OS)","http://t.co/2gzJ3OXMns","Tal Galili",63
"588780214626332674",2015-04-16,"Thursday",5,3,"choroplethr v3.0.0 is now on CRAN","http://t.co/8Wa1U7FtYE","Ari Lamstein",11
"588826740291538944",2015-04-16,"Thursday",21,9,"Now you can start every R tutorial for free @DataCamp","http://t.co/BGpiBn4t4c","DataCamp",39
"588544896744599552",2015-04-16,"Thursday",30,23,"New Packages for Reading Data into R","http://t.co/eyavLbDcC7","dogle",76
"588646809817350146",2015-04-16,"Thursday",10,2,"The Problem with Propensity Scores","http://t.co/o5V0YLXavk","Jacob Simmering",14
"588739927757598721",2015-04-16,"Thursday",4,4,"Statistics journals network","http://t.co/NUwWqxzueI","Julyan Arbel",12
"588797806036393984",2015-04-16,"Thursday",1,2,"Knitr with Bio7","http://t.co/hGf9jQRHwT","» R",5
"588503438398332928",2015-04-16,"Thursday",42,25,"Scraping Web Pages With R","http://t.co/ea7xYrKpr0","Tony Hirst",92
"588392654179713025",2015-04-15,"Wednesday",7,6,"Using R in Myanmar (and other low-bandwidth environments)","http://t.co/8XNwlX1cGO","David Smith",19
"588324983211892736",2015-04-15,"Wednesday",17,9,"Get data out of excel and into R with readxl","http://t.co/HNi97F53ix","hadleywickham",35
"588140984132902912",2015-04-15,"Wednesday",20,8,"Interactive time series with dygraphs","http://t.co/4wfbNYpsgF","jjallaire",36
"588141010267541504",2015-04-15,"Wednesday",7,11,"RStudio v0.99 Preview: Tools for Rcpp","http://t.co/BOg9u6cwLW","jjallaire",29
"588366230370660353",2015-04-15,"Wednesday",5,0,"R and package masking - a real life example","http://t.co/wRboetgXUj","Mec Analytics",5
"588139714005311488",2015-04-15,"Wednesday",8,0,"All Aboard! The R Service Bus 6.2","http://t.co/Po2AjLQVhN","tobias",8
"588188791363371008",2015-04-15,"Wednesday",0,0,"Bernouilli, Montmort and Waldegrave","http://t.co/YuKvtjCr86","xi'an",0
"588025257983877121",2015-04-14,"Tuesday",6,4,"Using R in Robotics applications with ROS","http://t.co/ydRPztpTPb","BNOSAC - Belgium Netwo...",14
"588025215629787138",2015-04-14,"Tuesday",33,12,"Visualisation with R and Google Maps","http://t.co/EIBlzktPgj","BNOSAC - Belgium Netwo...",57
"587837716177362944",2015-04-14,"Tuesday",78,49,"A new interactive interface for learning R online, for free","http://t.co/1z6GHPonsv","DataCamp",176
"587871698768109568",2015-04-14,"Tuesday",1,3,"In case you missed it: March 2015 roundup","http://t.co/jdbmeJONW3","David Smith",7
"587784871545700352",2015-04-14,"Tuesday",26,14,"ggExtra: R package for adding marginal histograms to ggplot2","http://t.co/ezFyjdA5VT","Dean Attali's R Blog",54
"587784892995387393",2015-04-14,"Tuesday",17,11,"Knitr's best hidden gem: spin","http://t.co/RpsO8gxnwo","Dean Attali's R Blog",39
"587889311875379200",2015-04-14,"Tuesday",8,6,"Hash Table Performance in R: Part II

In Part I of this series, I explained how R hashed...","http://t.co/Tcf6ixzdwS","Jeffrey Horner",20
"587774819573182464",2015-04-14,"Tuesday",6,1,"RStudio v0.99 Preview: Code Snippets","http://t.co/khmlRRSA3B","jjallaire",8
"588026507274100736",2015-04-14,"Tuesday",1,1,"RPowerLabs: Electric power system virtual laboratories online","http://t.co/RVlaqKEAiS","Joseph Rickert",3
"588039067432050692",2015-04-14,"Tuesday",0,2,"ModSpace as a SAS DD Replacement","http://t.co/ALg00ClX5X","Mango Solutions",4
"588034065451868160",2015-04-14,"Tuesday",5,2,"Beautiful plots while simulating loss in two-part procrustes problem","http://t.co/Y4dV2fE97U","markheckmann",9
"588065508877975552",2015-04-14,"Tuesday",8,1,"Project Tycho, ggplot2 and the shameless stealing of blog ideas","http://t.co/KdhTxZNcIR","nsaunders",10
